it, ret_suc, ret_cum_suc, exp_suc, opt_len, dist_from_opt, len_mean, frames, rew_mean, score, ep, cells, arch_suc, policy_loss, value_loss, l2_loss, policy_entropy, approxkl, clipfrac, sil_pg_loss, sil_vf_loss, sil_loss, sil_entropy, sil_valid_min, sil_valid_max, sil_valid_mean, neglop_sil_min, neglop_sil_max, neglop_sil_mean, mean_val_pred, mean_sil_r, sil_frames, no_score_cells, cells_found_ret, cells_found_rand, cells_found_policy
4336, 1.0, 8.131051404279924, 0.006828269033799932, 23, 1, 26.0, 4999148, 10.0, 10.0, 148770, 38, 0.1255639097744361, -0.3010056, 9.145369e-08, 1712.626, 8.716961e-05, 5.8829733e-15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.255163, 36.904705, 30.348732, 13.6931505, 0.0, 283, 38, 2, 4, 31
4337, 1.0, 8.131052621149454, 0.006979911474293497, 23, 1, 26.0, 5000300, 10.0, 10.0, 148813, 38, 0.1255639097744361, -0.31422865, 5.9226615e-08, 1712.4404, 8.652611e-05, 6.6529983e-15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.255358, 36.903755, 30.306702, 13.756824, 0.0, 548, 38, 2, 4, 31
4338, 1.0, 8.131053865589067, 0.00717458148274684, 23, 1, 26.0, 5001452, 10.0, 10.0, 148857, 38, 0.1255639097744361, -0.3061287, 3.2201047e-08, 1712.2551, 8.400603e-05, 4.8007456e-15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.253431, 36.901936, 30.270685, 13.819226, 0.0, 414, 38, 2, 4, 31
4339, 1.0, 8.131055137549149, 0.007172131147540984, 23, 1, 26.0, 5002604, 10.0, 10.0, 148902, 38, 0.1255639097744361, -0.31714398, 2.7879423e-08, 1712.0688, 7.867832e-05, 4.4192555e-15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.251453, 36.900208, 30.30342, 13.89084, 0.0, 323, 38, 2, 4, 31
4340, 1.0, 8.131056408739115, 0.007022953066118534, 23, 1, 26.0, 5003756, 10.0, 10.0, 148947, 38, 0.1255639097744361, -0.31437308, 1.3641084e-08, 1711.8838, 8.692864e-05, 4.8561966e-15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.250761, 36.89872, 30.290388, 13.971306, 0.0, 319, 38, 2, 4, 31
4341, 1.0, 8.131057650936448, 0.0068201193520886615, 23, 1, 26.0, 5004908, 10.0, 10.0, 148991, 38, 0.1255639097744361, -0.31263593, 1.3551279e-08, 1711.6982, 8.6338616e-05, 3.4479192e-15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.249344, 36.897408, 30.278112, 14.0527725, 0.0, 315, 38, 2, 4, 31
4342, 1.0, 8.131058864191937, 0.0069810999489187805, 23, 1, 26.0, 5006060, 10.0, 10.0, 149034, 38, 0.1255639097744361, -0.30641854, 3.0113216e-07, 1711.5144, 8.557485e-05, 1.4277726e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.244093, 36.896984, 30.239902, 14.140361, 0.0, 311, 38, 2, 4, 31
4343, 1.0, 8.131059963979943, 0.00716427857380873, 23, 1, 26.0, 5007212, 10.0, 10.0, 149073, 38, 0.1255639097744361, -0.3029499, 6.373492e-07, 1711.3396, 8.492546e-05, 1.3764534e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.23199, 36.905838, 30.214275, 14.225669, 0.0, 307, 38, 2, 4, 31
4344, 1.0, 8.131061091368833, 0.007660961695191524, 23, 1, 26.0, 5008364, 10.0, 10.0, 149113, 38, 0.1255639097744361, -0.31504568, 2.6562918e-07, 1711.1663, 8.4877924e-05, 8.908e-15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.225262, 36.91323, 30.149214, 14.25932, 0.0, 303, 38, 2, 4, 31
4345, 1.0, 8.13106221815182, 0.007998720204767237, 23, 1, 26.0, 5009516, 10.0, 10.0, 149153, 38, 0.1255639097744361, -0.3080058, 2.4891727e-07, 1710.9873, 8.423289e-05, 2.3589067e-15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.218285, 36.915215, 30.190086, 14.142346, 0.0, 299, 38, 2, 4, 31
4346, 1.0, 8.13136640277911, 0.007749434937035841, 23, 1, 30.75, 5010668, 9.9, 10.0, 149195, 38, 0.1255639097744361, -0.31297904, 4.6628934e-06, 1710.8029, 8.405711e-05, 8.454775e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.221256, 36.9227, 30.227272, 14.027692, 0.0, 295, 38, 2, 4, 31
4347, 1.0, 8.13136761272908, 0.007434330084255741, 23, 1, 30.75, 5011820, 9.9, 10.0, 149238, 38, 0.1255639097744361, -0.30867442, 6.006458e-06, 1710.6179, 8.4510655e-05, 1.9474887e-13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.256397, 36.950073, 30.288395, 13.906673, 0.0, 291, 38, 2, 4, 31
4348, 1.0, 8.131368878207871, 0.0076297049847405905, 23, 1, 30.75, 5012972, 9.9, 10.0, 149283, 38, 0.1255639097744361, -0.30812773, 3.026144e-06, 1710.4421, 8.4726504e-05, 8.670448e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.293045, 36.961483, 30.35614, 13.77473, 0.0, 287, 38, 2, 4, 31
4349, 1.0, 8.131370114825952, 0.006828269033799932, 23, 1, 26.0, 5014124, 10.0, 10.0, 149327, 38, 0.1255639097744361, -0.30135456, 2.929487e-06, 1710.2543, 8.432654e-05, 3.352879e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.316198, 36.97911, 30.407436, 13.693409, 0.0, 283, 38, 2, 4, 31
4350, 1.0, 8.131371350714028, 0.006830601092896175, 23, 1, 26.0, 5015276, 10.0, 10.0, 149371, 38, 0.1255639097744361, -0.3009727, 2.5630154e-06, 1710.0687, 8.357551e-05, 1.4790715e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.324104, 36.980915, 30.370028, 13.756986, 0.0, 305, 38, 2, 4, 31
4351, 1.0, 8.131372585872748, 0.00702535983550377, 23, 1, 26.0, 5016428, 10.0, 10.0, 149415, 38, 0.1255639097744361, -0.3167923, 1.7242082e-06, 1709.8828, 8.1603575e-05, 4.9255516e-15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.333628, 36.984383, 30.337624, 13.81936, 0.0, 327, 38, 2, 4, 31
4352, 1.0, 8.131373848349519, 0.007022953066118534, 23, 1, 26.0, 5017580, 10.0, 10.0, 149460, 38, 0.1255639097744361, -0.2959363, 1.8394369e-06, 1709.6996, 7.5930744e-05, 8.387292e-15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.337715, 36.985588, 30.371964, 13.890454, 0.0, 323, 38, 2, 4, 31
4353, 1.0, 8.131375110064766, 0.007022953066118534, 23, 1, 26.0, 5018732, 10.0, 10.0, 149505, 38, 0.1255639097744361, -0.30598265, 2.0554637e-06, 1709.5121, 8.422655e-05, 6.653073e-15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.336567, 36.983578, 30.358376, 13.971255, 0.0, 319, 38, 2, 4, 31
4354, 1.0, 8.131376343006234, 0.0068201193520886615, 23, 1, 26.0, 5019884, 10.0, 10.0, 149549, 38, 0.1255639097744361, -0.30668435, 2.2907968e-06, 1709.325, 8.3774656e-05, 1.427722e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.34028, 36.98626, 30.347715, 14.052369, 0.0, 315, 38, 2, 4, 31
4355, 1.0, 8.131377575220949, 0.006831767719897523, 23, 1, 26.0, 5021036, 10.0, 10.0, 149593, 38, 0.1255639097744361, -0.3089314, 3.0715516e-06, 1709.1401, 8.3136576e-05, 1.6615383e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.337685, 36.9815, 30.307293, 14.140733, 0.0, 311, 38, 2, 4, 31
4356, 1.0, 8.131378806709556, 0.007018144471071551, 23, 1, 26.0, 5022188, 10.0, 10.0, 149637, 38, 0.1255639097744361, -0.305637, 4.3723985e-06, 1708.9534, 8.295231e-05, 2.6889393e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.338964, 36.98261, 30.278545, 14.225769, 0.0, 307, 38, 2, 4, 31
4357, 1.0, 8.13138006543616, 0.007006151742993848, 23, 1, 26.0, 5023340, 10.0, 10.0, 149682, 38, 0.1255639097744361, -0.30348215, 6.720544e-06, 1708.7656, 8.29656e-05, 3.2120363e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.33329, 36.977364, 30.209644, 14.260463, 0.0, 303, 38, 2, 4, 31
4358, 1.0, 8.13138132340463, 0.0068201193520886615, 23, 1, 26.0, 5024492, 10.0, 10.0, 149727, 38, 0.1255639097744361, -0.30284536, 1.0456511e-05, 1708.5808, 8.250782e-05, 3.771201e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.33237, 36.977657, 30.250048, 14.142041, 0.0, 299, 38, 2, 4, 31
4359, 1.0, 8.131382552685857, 0.006969233384327724, 23, 1, 26.0, 5025644, 10.0, 10.0, 149771, 38, 0.1255639097744361, -0.29477856, 1.5650185e-05, 1708.3923, 8.227375e-05, 6.209035e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.326483, 36.97066, 30.278788, 14.028374, 0.0, 295, 38, 2, 4, 31
4360, 1.0, 8.131383753329828, 0.0073353804162401915, 23, 1, 26.0, 5026796, 10.0, 10.0, 149814, 38, 0.1255639097744361, -0.30830216, 2.3486318e-05, 1708.207, 8.2181716e-05, 4.641206e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.316908, 36.965027, 30.32142, 13.903835, 0.0, 291, 38, 2, 4, 31
4361, 1.0, 8.131385009078393, 0.0073353804162401915, 23, 1, 26.0, 5027948, 10.0, 10.0, 149859, 38, 0.1255639097744361, -0.30018413, 2.8236107e-05, 1708.0181, 8.175333e-05, 1.1835465e-13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.302113, 36.95414, 30.371498, 13.773938, 0.0, 287, 38, 2, 4, 31
4362, 1.0, 8.13138623619098, 0.006828269033799932, 23, 1, 25.99, 5029100, 10.0, 10.0, 149903, 38, 0.1255639097744361, -0.31096616, 7.038157e-05, 1707.8357, 8.694617e-05, 7.429919e-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.35244, 36.996593, 30.412148, 13.692054, 0.0, 283, 38, 2, 4, 31
4363, 1.0, 8.131387462581962, 0.006830601092896175, 23, 1, 25.99, 5030252, 10.0, 10.0, 149947, 38, 0.1255639097744361, -0.3096125, 6.7616354e-05, 1707.6544, 0.000102148246, 3.8886082e-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.409908, 37.008873, 30.357214, 13.760587, 0.0, 305, 38, 2, 4, 31
4364, 1.0, 8.131388688251977, 0.00702535983550377, 23, 1, 25.99, 5031404, 10.0, 10.0, 149991, 38, 0.1255639097744361, -0.31060135, 8.685513e-05, 1707.4703, 0.00012724163, 4.3076966e-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.487614, 37.066628, 30.32301, 13.8166685, 0.0, 327, 38, 2, 4, 31
4365, 1.0, 8.13138994103306, 0.007022953066118534, 23, 1, 26.0, 5032556, 10.0, 10.0, 150036, 38, 0.1255639097744361, -0.30100447, 0.00015247117, 1707.288, 0.00012103841, 9.2576094e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.519989, 37.082127, 30.360884, 13.891461, 0.0, 323, 38, 2, 4, 31
4366, 1.0, 8.131391193061374, 0.007022953066118534, 23, 1, 26.0, 5033708, 10.0, 10.0, 150081, 38, 0.1255639097744361, -0.30009717, 0.00013346353, 1707.1115, 0.00015044992, 3.664421e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.54538, 37.1084, 30.361607, 13.97425, 0.0, 319, 38, 2, 4, 31
4367, 1.0, 8.131392416539626, 0.0068201193520886615, 23, 1, 26.0, 5034860, 10.0, 10.0, 150125, 38, 0.1255639097744361, -0.3154781, 4.9564493e-05, 1706.929, 0.00014635791, 2.6736226e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.53257, 37.096443, 30.353668, 14.053416, 0.0, 315, 38, 2, 4, 31
4368, 1.0, 8.131393639299477, 0.006831767719897523, 23, 1, 26.0, 5036012, 10.0, 10.0, 150169, 38, 0.1255639097744361, -0.30744815, 4.222316e-05, 1706.7458, 0.0001414777, 1.0242928e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.516546, 37.096523, 30.31993, 14.1389265, 0.0, 311, 38, 2, 4, 31
4369, 1.0, 8.131394861341558, 0.007018144471071551, 23, 1, 26.0, 5037164, 10.0, 10.0, 150213, 38, 0.1255639097744361, -0.31709868, 1.9410658e-05, 1706.5608, 0.00013292207, 5.8149032e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.507532, 37.088036, 30.301783, 14.221843, 0.0, 307, 38, 2, 4, 31
4370, 1.0, 8.13139611041556, 0.007006151742993848, 23, 1, 26.0, 5038316, 10.0, 10.0, 150258, 38, 0.1255639097744361, -0.31488222, 6.7642486e-06, 1706.376, 0.00012560097, 4.570731e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.497007, 37.08022, 30.239967, 14.257149, 0.0, 303, 38, 2, 4, 31
4371, 1.0, 8.13139735874013, 0.0068201193520886615, 23, 1, 26.0, 5039468, 10.0, 10.0, 150303, 38, 0.1255639097744361, -0.31266806, 4.0189493e-06, 1706.1895, 0.00011688238, 4.0945246e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.482126, 37.062466, 30.280579, 14.14064, 0.0, 299, 38, 2, 4, 31
4372, 1.0, 8.131398550884024, 0.0071174377224199285, 23, 1, 26.0, 5040620, 10.0, 10.0, 150346, 38, 0.1255639097744361, -0.30688086, 3.1967188e-06, 1706.0024, 0.00011088161, 2.2997982e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.474262, 37.051113, 30.316349, 14.025502, 0.0, 295, 38, 2, 4, 31
4373, 1.0, 8.131399603837949, 0.007472600464961806, 23, 1, 26.0, 5041772, 10.0, 10.0, 150384, 38, 0.1255639097744361, -0.3085211, 2.1815638e-06, 1705.8191, 0.00010584937, 1.8182747e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.466743, 37.039272, 30.362043, 13.903117, 0.0, 291, 38, 2, 4, 31
4374, 1.0, 8.131400711634624, 0.00794809407948094, 23, 1, 26.0, 5042924, 10.0, 10.0, 150424, 38, 0.1255639097744361, -0.323712, 1.3147517e-06, 1705.6338, 0.00010172849, 1.2905412e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.461868, 37.027943, 30.417692, 13.772836, 0.0, 287, 38, 2, 4, 31
4375, 1.0, 8.131401791168148, 0.007831229023493686, 23, 1, 26.0, 5044076, 10.0, 10.0, 150463, 38, 0.1255639097744361, -0.3020347, 7.846438e-07, 1705.448, 9.769887e-05, 1.2579721e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.455122, 37.017487, 30.461761, 13.692655, 0.0, 283, 38, 2, 4, 31
4376, 1.0, 8.13169995516088, 0.007590439276485788, 23, 1, 30.76, 5045228, 9.9, 10.0, 150505, 38, 0.1255639097744361, -0.3097403, 0.00030733657, 1705.2576, 9.162347e-05, 0.00018914108, 0.0029296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.445442, 36.991528, 30.432291, 13.760304, 0.0, 305, 38, 2, 4, 31
4377, 1.0, 8.131701171758795, 0.00726792203501817, 23, 1, 30.76, 5046380, 9.9, 10.0, 150549, 38, 0.1255639097744361, -0.3103091, 8.652304e-06, 1705.06, 8.1101956e-05, 1.0361647e-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.454361, 36.987415, 30.43434, 13.83653, 0.0, 326, 38, 2, 4, 31
4378, 1.0, 8.13170241526985, 0.007240276140764439, 23, 1, 30.75, 5047532, 9.9, 10.0, 150594, 38, 0.1255639097744361, -0.31368697, 4.4927933e-06, 1704.8815, 8.7812936e-05, 8.441735e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.463177, 36.968506, 30.470797, 13.911984, 0.0, 322, 38, 2, 4, 31
4379, 1.0, 8.131703658036475, 0.006933874513783189, 23, 1, 26.0, 5048684, 10.0, 10.0, 150639, 38, 0.1255639097744361, -0.30991867, 3.917013e-06, 1704.6882, 9.731409e-05, 4.1871047e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.469978, 36.96434, 30.47051, 13.991626, 0.0, 318, 38, 2, 4, 31
4380, 1.0, 8.131704872466907, 0.006734006734006734, 23, 1, 26.0, 5049836, 10.0, 10.0, 150683, 38, 0.1255639097744361, -0.308302, 2.9515963e-06, 1704.5012, 0.0001011859, 1.496475e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.46767, 36.95203, 30.456116, 14.075528, 0.0, 314, 38, 2, 4, 31
4381, 1.0, 8.13170608618689, 0.006745362563237774, 23, 1, 26.0, 5050988, 10.0, 10.0, 150727, 38, 0.1255639097744361, -0.30739883, 1.660976e-06, 1704.3132, 0.000103149, 8.009805e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.475523, 36.95289, 30.413794, 14.162041, 0.0, 574, 38, 2, 4, 31
4382, 1.0, 8.131707271636515, 0.007082630691399663, 23, 1, 26.0, 5052140, 10.0, 10.0, 150770, 38, 0.1255639097744361, -0.30008245, 1.2784856e-06, 1704.128, 0.00010335717, 4.4956265e-15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.479134, 36.954697, 30.375862, 14.247608, 0.0, 388, 38, 2, 4, 31
4383, 1.0, 8.131708511498005, 0.007070707070707071, 23, 1, 26.0, 5053292, 10.0, 10.0, 150815, 38, 0.1255639097744361, -0.3133425, 7.444919e-07, 1703.94, 0.000102537735, 3.128475e-13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.476665, 36.952206, 30.342125, 14.230464, 0.0, 302, 38, 2, 4, 31
4384, 1.0, 8.13170975061834, 0.006887283722492861, 23, 1, 25.99, 5054444, 10.0, 10.0, 150860, 38, 0.1255639097744361, -0.30719078, 0.00044711953, 1703.7495, 9.350696e-05, 0.00045296503, 0.0029296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.49241, 37.096016, 30.352388, 14.139749, 0.0, 298, 38, 2, 4, 31
4385, 1.0, 8.131710988998185, 0.006734006734006734, 23, 1, 25.99, 5055596, 10.0, 10.0, 150905, 38, 0.1255639097744361, -0.31723997, 7.006419e-06, 1703.5653, 9.6341515e-05, 4.8297352e-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.507078, 37.130486, 30.342234, 14.030739, 0.0, 295, 38, 2, 4, 31
4386, 1.0, 8.131712171647681, 0.007095793208312215, 23, 1, 26.0, 5056748, 10.0, 10.0, 150948, 38, 0.1255639097744361, -0.31595865, 4.6973314e-06, 1703.3726, 0.000114217815, 4.52042e-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.521448, 37.037712, 30.370739, 13.905327, 0.0, 291, 38, 2, 4, 31
4387, 1.0, 8.131713408581373, 0.007095793208312215, 23, 1, 26.0, 5057900, 10.0, 10.0, 150993, 38, 0.1255639097744361, -0.31482136, 4.326824e-06, 1703.189, 0.00013096543, 2.8385506e-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.529537, 37.045364, 30.409578, 13.774287, 0.0, 287, 38, 2, 4, 31
4388, 1.0, 8.131714617313548, 0.006736274840013472, 23, 1, 26.0, 5059052, 10.0, 10.0, 151037, 38, 0.1255639097744361, -0.30602717, 4.712279e-06, 1703.0022, 0.00014235359, 9.425909e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.533955, 37.054447, 30.443605, 13.6933975, 0.0, 283, 38, 2, 4, 31
4389, 1.0, 8.131715825340269, 0.006744225257123588, 23, 1, 26.0, 5060204, 10.0, 10.0, 151081, 38, 0.1255639097744361, -0.30486995, 4.9711216e-06, 1702.8135, 0.000144696, 2.393754e-13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.52866, 37.047546, 30.398643, 13.757268, 0.0, 305, 38, 2, 4, 31
4390, 1.0, 8.131716977799167, 0.00724881995954147, 23, 1, 26.0, 5061356, 10.0, 10.0, 151123, 38, 0.1255639097744361, -0.32309386, 6.5456334e-06, 1702.6254, 0.00013931072, 7.917986e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.495287, 37.02284, 30.351606, 13.818868, 0.0, 327, 38, 2, 4, 31
4391, 1.0, 8.131718074782489, 0.007446632467317558, 23, 1, 26.0, 5062508, 10.0, 10.0, 151163, 38, 0.1255639097744361, -0.3114806, 6.912521e-06, 1702.449, 0.0001140918, 6.2384113e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.403265, 37.105816, 30.37313, 13.890096, 0.0, 323, 38, 2, 4, 31
4392, 1.0, 8.13171917118425, 0.007787151200519144, 23, 1, 26.0, 5063660, 10.0, 10.0, 151203, 38, 0.1255639097744361, -0.31568444, 3.5527846e-06, 1702.2825, 0.00012561392, 4.4183108e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.337276, 37.157833, 30.35215, 13.971522, 0.0, 319, 38, 2, 4, 31
4393, 1.0, 8.131720239616474, 0.007822477650063856, 23, 1, 26.0, 5064812, 10.0, 10.0, 151242, 38, 0.1255639097744361, -0.310571, 2.5510528e-06, 1702.1001, 0.00011907365, 5.579509e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.289686, 37.18464, 30.334433, 14.052795, 0.0, 315, 38, 2, 4, 31
4394, 1.0, 8.132012567836085, 0.007573316145665485, 23, 1, 30.75, 5065964, 9.9, 10.0, 151284, 38, 0.1255639097744361, -0.30632833, 7.2641365e-06, 1701.9149, 0.00011298027, 2.7979095e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.267643, 37.197067, 30.296316, 14.140265, 0.0, 311, 38, 2, 4, 31
4395, 1.0, 8.13201377193003, 0.007034189432357271, 23, 1, 30.75, 5067116, 9.9, 10.0, 151328, 38, 0.1255639097744361, -0.2963934, 7.5713706e-06, 1701.7278, 0.000110492445, 8.504873e-13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.291313, 37.224125, 30.278166, 14.228269, 0.0, 307, 38, 2, 4, 31
4396, 1.0, 8.132015002664259, 0.0071452309737454305, 23, 1, 30.75, 5068268, 9.9, 10.0, 151373, 38, 0.1255639097744361, -0.29797798, 2.9849998e-06, 1701.5457, 0.000107037, 1.6118146e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.328781, 37.230427, 30.226187, 14.261731, 0.0, 303, 38, 2, 4, 31
4397, 1.0, 8.132016232665501, 0.006650041562759767, 23, 1, 26.0, 5069420, 10.0, 10.0, 151418, 38, 0.1255639097744361, -0.31545377, 2.5392508e-06, 1701.3542, 0.00010452324, 1.2668795e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.352283, 37.23233, 30.274973, 14.143199, 0.0, 299, 38, 2, 4, 31
4398, 1.0, 8.132017461934412, 0.006650041562759767, 23, 1, 25.99, 5070572, 10.0, 10.0, 151463, 38, 0.1255639097744361, -0.2962591, 0.0003992547, 1701.1637, 0.0001254905, 0.00035919333, 0.0029296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.383675, 37.32594, 30.284163, 14.058421, 0.0, 295, 38, 2, 4, 31
4399, 1.0, 8.132018635885515, 0.007007007007007007, 23, 1, 25.99, 5071724, 10.0, 10.0, 151506, 38, 0.1255639097744361, -0.30668506, 6.2716435e-06, 1700.9805, 0.00017225601, 2.876407e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.420668, 37.348045, 30.299397, 13.940749, 0.0, 292, 38, 2, 4, 31
4400, 1.0, 8.132019863724198, 0.007007007007007007, 23, 1, 26.0, 5072876, 10.0, 10.0, 151551, 38, 0.1255639097744361, -0.30905423, 4.6014293e-06, 1700.7914, 0.0002161026, 8.85151e-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.44062, 37.280285, 30.345812, 13.806752, 0.0, 288, 38, 2, 4, 31
4401, 1.0, 8.132021090832477, 0.006650041562759767, 23, 1, 26.0, 5074028, 10.0, 10.0, 151596, 38, 0.1255639097744361, -0.31204262, 4.4643593e-06, 1700.604, 0.00022952481, 6.281055e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.44402, 37.274208, 30.408976, 13.677718, 0.0, 284, 38, 2, 4, 31
4402, 1.0, 8.13202226272078, 0.00666000666000666, 23, 1, 26.0, 5075180, 10.0, 10.0, 151639, 38, 0.1255639097744361, -0.3086331, 5.1373154e-06, 1700.4159, 0.0002235676, 2.0126904e-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.439913, 37.2714, 30.356436, 13.740761, 0.0, 280, 38, 2, 4, 31
4403, 1.0, 8.132023461173143, 0.0068573340023415285, 23, 1, 26.0, 5076332, 10.0, 10.0, 151683, 38, 0.1255639097744361, -0.30674303, 1.0185908e-05, 1700.2278, 0.00020372872, 7.1039584e-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.423353, 37.251934, 30.294207, 13.805142, 0.0, 328, 38, 2, 4, 31
4404, 1.0, 8.132024686142664, 0.006847027388109553, 23, 1, 26.0, 5077484, 10.0, 10.0, 151728, 38, 0.1255639097744361, -0.30619648, 2.3096218e-05, 1700.0383, 0.00015359014, 3.6531222e-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.405254, 37.236732, 30.342636, 13.869054, 0.0, 324, 38, 2, 4, 31
4405, 1.0, 8.132025883186875, 0.007004669779853236, 23, 1, 26.0, 5078636, 10.0, 10.0, 151772, 38, 0.1255639097744361, -0.29767415, 5.279117e-05, 1699.8457, 0.00016171634, 4.440228e-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.385086, 37.212517, 30.33111, 13.954049, 0.0, 320, 38, 2, 4, 31
